Frame,Bounce,Ball_Frame_X,Ball_Frame_Y,Impact_Frame,Player1_Ball_Dist,Player2_Ball_Dist,Distance_Diff,Player1_RWrist_X,Player1_RWrist_Y,Player1_LWrist_X,Player1_LWrist_Y,Player1_Position_X,Player1_Position_Y,Player2_RWrist_X,Player2_RWrist_Y,Player2_LWrist_X,Player2_LWrist_Y,Player2_Position_X,Player2_Position_Y
19,0,850.5,415.5,False,188.73382268312426,351.8150211738112,-163.08119849068694,742.471322335614,260.7412825503223,754.2784569513287,259.45443283206737,743.2163864259903,258.70235030290587,1029.9381665042615,718.1148600533658,1018.1105048878596,726.0388878638532,1056.2913790260088,723.361651535397
20,0,840.3217205125802,390.3222679443697,False,161.9679339989644,378.86194221568445,-216.89400821672004,742.9267566083871,260.90885036337147,755.420369103436,258.96838843478025,741.4265687250465,257.983887140577,1032.7327036948363,716.6876840200902,1016.998288783861,725.2489783203135,1053.0989000861543,724.6995288381071
21,0,835.5,355.5,False,133.51886545731682,421.5281553093042,-288.00928985198743,743.5148523139693,258.7217997781102,757.4286988880305,256.6240983522831,738.5800538945724,257.2301231597614,1044.7985155577271,721.3963201561294,1014.1434559070964,727.2673826735135,1051.492326774385,724.425623496218
22,0,832.5,331.5,False,115.57691539793072,454.6243766820859,-339.04746128415513,745.8340138966751,255.03412378296628,758.862099991989,252.3587221642639,735.4301715390038,255.93954612786075,1056.8329667988855,726.9213498039594,1009.6881001743692,731.2841562121716,1051.0445767968895,723.8568830615765
23,0,823.5,304.5,False,91.86704083258805,482.944634670634,-391.07759383804597,749.1423929334549,250.550954941967,758.7696921240176,246.6693515615552,732.7461170799609,253.9942989017492,1057.918317267167,726.7363943181379,1003.9105763385172,735.4314741226493,1049.5298371618403,724.1852987414654
24,0,817.5,283.5,False,76.3251534654433,498.58563805088625,-422.26048458544295,751.490553193109,245.1818321970935,756.7751566559223,241.05780618911564,730.9131309981849,251.72612007781203,1052.4871351821373,723.2370632201716,997.683044900573,737.9958829129446,1045.8682577120644,726.4764712106733
25,0,811.5,265.5,False,64.97999323887261,514.102508825817,-449.1225155869444,751.9517980529107,239.4920941598021,752.6570583068522,236.91854937813468,729.804416036367,249.04712141817447,1049.6581472279297,721.1117716762365,992.5904050880084,738.2570204417481,1041.055179048118,730.5721912413769
26,0,802.5,250.5,False,53.941955277986025,529.6694566085006,-475.72750133051454,751.0479815631362,234.30048340274092,748.2008546991342,233.7688438475645,728.980139277096,245.4553851257328,1048.7275721839676,719.4581174906064,989.634703534022,735.3941325235671,1036.5839661818893,735.1621775555545
27,0,796.5,238.5,False,47.3057292420228,539.5177295191596,-492.21200027713684,750.0791580231297,229.3929999847366,747.0972111483021,230.1018679520658,728.4043345061295,241.00436815775032,1045.4607288056443,717.1417616318821,988.5828576385278,728.2868043905653,1032.5644981945115,738.7650380197315
28,0,787.5,223.5,False,37.912095199641485,552.9624130234113,-515.0503178237698,749.6118626831569,224.84759529782545,750.493158323572,225.62399437027003,728.5290836302682,236.69494574254503,1039.9230121215628,715.4858261862338,988.33567784143,718.6156246806567,1027.5711219575237,740.2301291737493
29,0,784.5,220.5,False,37.25098323912799,553.7580084806929,-516.5070252415649,747.2708254471154,221.7744859326972,754.6606467419526,221.21126845528696,729.37983097501,233.4256953463215,1034.3936310820775,714.6670821707145,986.4002806705814,709.9951130813465,1020.70853651766,739.1346411220406
30,0,757.5,208.5,True,20.935814161452832,574.3867222604379,-553.450908098985,740.1840876901693,220.26722123022867,752.6495309637573,217.2282711607228,730.3965707099428,231.3680955409473,1029.9597701810092,714.1538147211005,981.287384536224,703.2268336213472,1012.9177682646376,736.3153351238201
31,0,754.2123385970931,218.43226369350944,False,25.596473659241784,565.9335454685227,-540.3370718092808,728.6268935441595,217.6809546814667,739.4972530266526,212.67824199139903,731.2126792409703,230.73811217527287,1026.0816862196425,714.7868100712592,975.9299944295124,698.3453035807556,1005.6877623084164,733.872081752662
32,0,763.5,241.5,False,57.07117717727339,541.914348568891,-484.8431713916176,715.1702480542058,211.1461807797152,720.0489954501411,207.0131128704388,731.7317165868348,231.70315910314733,1021.8599817029456,717.8625520958791,973.2510132884468,697.4735953011146,999.4718904382172,733.9063198312741
33,0,759.7842193774529,258.77097715798243,False,76.43177950497738,531.2780801951435,-454.8463006901661,705.4067421373408,205.0596479312861,706.0911608501424,202.87766198667472,731.9375120341326,233.81006794842136,1017.2175640592686,723.5122724414667,971.2275948173196,701.1267602467262,993.7266124003844,736.9470207531556
34,0,748.5,271.5,False,75.51148570994054,529.358541789023,-453.84705607908245,704.9870609905709,209.7860744006326,702.717602183945,206.03947351347097,731.8605534953565,236.5768036268803,1012.0610244914404,730.581748857459,967.8596385844662,708.3499307073555,987.8431914525928,742.1279078268615
35,0,740.2201885600053,285.36081834263103,False,65.67404378306517,523.7306454711761,-458.05660168811096,711.325841882794,226.38457942459655,707.4343104576124,220.12050269217428,731.3363835749255,239.9190344595885,1004.8615640520636,737.3107396650339,963.4507026291058,717.0827705234107,981.427960146586,748.2346065173207
36,0,735.0552373352809,303.5159253445605,False,63.035005960756145,509.37707197221863,-446.34206601146246,716.827270394203,243.17395655278565,718.0206068810627,237.88303822352307,730.3786901010437,243.8459227189191,994.3766451391612,741.9419839971051,956.2304601410729,721.7630659773774,973.8075357608458,753.4222712148751
37,0,730.5,328.5,False,77.06396626214118,484.9749891211598,-407.91102285901866,718.7868495490293,252.33139096343325,730.7086806907365,246.83346320007385,729.4123525359998,248.3112220279479,981.8980321145018,743.2285492005885,945.4967950309812,720.4130667794359,964.2977107550764,755.7190069105816
38,0,724.5,358.5,False,100.23239964254584,453.9841976022876,-353.7517979597418,720.051482818505,258.36636612511774,741.5121004286793,248.0761896773356,728.4891188185669,253.0377342458497,969.3739858703268,740.7805026633871,934.3646049571062,718.3546659087697,953.6777646026284,755.5849067993038
39,0,718.5,382.5,False,115.43252066375621,425.5530380852262,-310.12051742147,723.8766115221891,267.1927631268186,751.5120062409173,252.3830179664651,727.4589212595912,257.3343051550655,955.666723669956,735.8374214645609,923.3172055812078,719.8078480522793,944.1658936478984,755.9095613538099
40,0,715.5,412.5,False,136.63399489649314,388.7824262585707,-252.14843136207756,730.3365832976921,276.6739187143148,761.0933356513096,260.14016135881315,727.0216736153602,260.40534001569995,936.9968640251802,732.0166884444563,908.840644856309,725.4612502712669,936.865867995311,758.4677200036738
41,0,706.5,445.5,False,166.5491373429852,354.9229877901015,-188.3738504471163,736.9405375917694,281.7563319672586,767.1343902049128,263.9141575564329,728.1752998120211,261.75399416959976,913.4727525852364,733.8272566878529,890.1367873833749,734.0221616643807,930.4339818724076,762.4087245998326
42,0,703.5,475.5,False,197.50878229141023,326.0973119560215,-128.58852966461126,741.6363073610428,281.70799515176134,770.0311012102402,262.36448206225214,731.262954429314,261.57783471944435,890.8663302531259,742.395700887855,870.4462705803828,740.2374988700944,922.6187308226652,766.4545787772731
43,0,697.5,517.5,False,243.81778447258935,293.2404205375584,-49.422636064969055,744.4734842786672,278.2499136889522,773.3197991095908,259.3361125340743,736.2616172525699,260.8180934450036,871.9907469407592,753.1754621701208,852.4570929367774,740.6581534739969,912.0863860637118,770.5051627350006
44,0,694.5,553.5,False,286.13955388517735,261.5601947406171,24.57935914456027,747.2484502983391,272.2644309680371,777.4815512533428,257.1381927853807,742.8491279140256,260.2209319038823,854.0035933030862,760.7977066832946,837.1456304889732,739.6212497581698,899.2546894860601,774.5984572932522
45,0,688.5,595.5,False,335.9382091025109,223.92025654465573,112.01795255785515,751.0070285999172,265.428262781238,780.4409393227809,256.27542550130335,750.3925104849969,259.9177329884937,835.4208094930475,764.480936880265,824.158298038803,741.713380544956,886.0211893696752,778.0736417413993
46,0,685.5,646.5,False,392.32240669150764,178.27265313612975,214.0497535553779,755.4555159415687,260.46490239673074,782.2487838422645,256.7144772982322,758.6390040237063,259.97080396637807,817.5092091450912,766.3111328595236,811.4390963557721,745.197536410435,873.9155528105998,780.4815607229278
47,1,679.5,646.5,False,396.7489170590875,171.79957536780196,224.94934169128553,761.0621962176215,258.2252115631033,785.8407626249518,257.18877077845497,767.7080326517246,260.1768181797429,801.0130202193267,767.9482606451594,797.7308380106394,746.2150495931407,862.5608254322381,781.9385225539171
48,0,676.5,643.5,False,396.8601582467216,167.09362980545492,229.76652844126667,768.1716623132284,257.3727003534426,792.2667192189205,256.82739952892496,777.2081112360886,260.01411150069333,786.2362945801834,769.5088360924487,784.4959221768049,743.9016225655489,850.702550832496,782.2597144454364
49,0,670.5,643.5,False,400.8643480689257,162.53551235358267,238.32883571534305,775.9088088698188,256.7427006954221,799.0047166055176,256.824389856197,786.2202127328421,259.69715315764154,773.3077705051478,769.3902502174116,773.0992349030473,739.9257398334861,838.2254564642269,781.2259389818659
50,0,667.5,649.5,False,409.98444834335913,149.77501409996918,260.20943424339,783.5674999672806,256.2881190315407,805.0162966399623,257.62959169829026,794.379411953272,259.99350475528433,761.1621492603092,766.3758171932309,763.5570125161782,735.5991989570691,825.9713186511211,779.6239782201943
51,0,661.5,655.5,False,419.72624246941115,137.53201134821913,282.19423112119205,791.2479732407572,256.33138643249185,812.2381550093222,258.1295097611988,802.3697924454152,260.7937071939507,749.4810045442023,761.2090203572038,757.434642566198,731.3980096103743,813.7090070954405,778.653955892254
52,0,658.5,664.5,False,431.61940329952324,122.63527997128553,308.98412332823773,799.6033825212003,256.59664778809145,821.5121414531408,257.992675828759,810.8853465539821,261.2203031493699,740.4418491806292,755.7411379066186,756.2339138154955,728.6349373374782,800.2004224424427,778.7183653936065
53,0,652.5,676.5,False,448.6293107784483,111.1359981797671,337.4933125986812,808.6589102232913,255.9258053001592,831.4788648706075,256.9740990671617,819.7233045783594,260.6132064740326,733.6542105500195,752.4289417904419,757.1778244777306,731.1868810666192,785.9329041215683,779.2022899141758
54,0,649.5,691.5,False,468.8745359717728,97.11650597115425,371.75803000061853,817.4304522005809,253.7298620206562,840.569983690634,254.5506165041849,828.4703183692369,258.82809500057084,723.8138141209816,754.0225780245619,754.7708900331415,743.0552613902148,773.5693447929756,778.8540813377147
55,0,646.5,706.5,False,489.238662996733,82.21892650882218,407.01973648791085,825.6315813354969,251.23486193309816,848.3153809062227,251.6909323221198,837.0586108369021,256.521764052843,709.0543074059946,759.856447606821,745.9292477490791,760.8328014086351,764.7770996239224,776.7317550717686
56,0,637.5,727.5,True,516.5514397436331,66.90471255967337,449.6467271839597,834.0855443247979,249.81860653387065,856.219435600985,249.71679332813855,845.528999603777,254.65361082487112,696.1158808474504,759.7555278234602,732.8684994598619,774.7995287190573,758.5696404833135,772.9430315527527
57,0,658.5022514856945,698.1309330267181,False,485.74162447870975,55.1293188481887,430.61230563052106,843.2199962952126,248.88235984734604,865.5682925189254,248.19840779582648,853.9855441009742,253.09109186474748,695.787158629193,738.7397682225958,719.0357545850788,781.6324687010392,753.139879568766,768.4474410010496
58,0,700.5182619316944,630.4457750849126,False,412.1691348638273,66.86935574861059,345.2997791152167,852.2245658304583,247.21139106937085,874.5092303085934,246.0492227136253,862.3568807257843,251.09493712063252,714.1605690998406,695.9087279159925,704.9377419504513,786.3888920926265,747.6223669161941,764.2680549394936
59,0,739.5,559.5,False,336.37022494763215,91.80214350738878,244.56808144024336,860.2689644500845,245.55767176601543,882.1716496824183,243.13630830660145,870.4552556422464,248.80252104126168,742.9374236179623,651.2377657860811,692.0375962083863,791.0831638032528,741.7483053864047,760.6007881975578
60,0,763.5,511.5,False,285.8897005991842,114.41819599067341,171.4715046085108,867.6465022812108,245.25494939571,890.8456706372766,240.809706022672,878.3002749179396,247.04736595927815,763.9782435223404,625.9171965086258,684.3537742218587,792.1282438766343,735.4635237405092,756.7772713551899
61,0,793.5,478.5,False,246.5115795472573,147.44425825357015,99.06732129368714,874.8536831276398,245.79946907569948,899.7030661670807,241.20135066125687,885.7488271531596,246.69943486725424,768.4335894094617,623.7979158558444,683.9506813553717,787.4820113282549,729.5227556165025,751.9712110229713
62,0,814.5,448.5,False,213.22992133450208,193.87536849749918,19.3545528370029,882.481211072315,246.39716901176445,905.4303626706926,244.34406455458424,892.6415168262051,248.0931444330238,761.9571919997289,635.1196984176315,689.2556332674054,778.6897391408932,724.6836650813063,746.6217992072036
63,0,841.5,415.5,False,175.15491134998672,250.30798969542835,-75.15307834544163,891.3568322408476,247.59068147083173,910.0653888500464,247.94226433244037,899.5304434876609,250.5635836771579,752.7259537730142,649.5368740644424,696.2325073617217,768.2284829379306,720.436672201595,743.0910227931339
64,0,865.5,391.5,False,146.125537054535,296.85540562882426,-150.72986857428927,900.9776964731512,249.7466732932337,918.1493741313526,250.53993046805203,907.059502989744,252.97249990136223,744.9469830414112,662.7749563694297,700.0892372634705,759.6794449600488,716.215076237664,743.1047696743091
65,0,880.5,376.5,False,127.81933537716516,328.6081323471145,-200.78879696994937,909.7432846154724,252.07085228468893,928.5157553580476,251.89702022145104,914.6918801725536,254.52533451543292,741.5729139432677,674.2961876929321,697.8777388042249,758.0649437311852,712.5807573879812,745.9259870070524
66,0,901.5,361.5,False,108.74982733706464,358.0611535458625,-249.31132620879788,916.6515103226455,253.8108330388607,936.9818939230546,252.0723161996661,921.3081275461392,255.16001663017764,744.2032296879315,683.1605597955493,689.5650526966642,765.5366323596888,709.4778988476751,750.3398454651694
67,0,916.5,349.5,False,94.7114975157657,377.87631642994785,-283.16481891418215,921.6881524288868,254.93070881066345,942.3776132397676,252.06630572485236,926.9417578505928,255.24475865527077,750.5199277524129,688.9718340825227,676.9883924376861,778.3078071888073,705.3061931777149,756.3094232695349
68,0,934.5,337.5,False,82.45493425209878,397.8861415914854,-315.4312073393866,925.7190252272968,255.51396055084084,946.1053625622268,252.7334913181423,932.2563375059468,254.80459294055856,757.3076565421424,693.75307730667,662.4320655221757,790.3359994337142,699.9337846634668,764.0509593045236
69,0,946.5,334.5,False,80.30470106885232,408.0910402658421,-327.78633919698973,930.2762824012932,255.8511856349052,949.5796782661624,253.5293495266976,936.7335226811948,253.67235926610024,763.9204779491625,699.4698826930037,648.0025035680533,797.6620994930967,695.7572531251907,772.4507421102312
70,0,955.5,328.5,False,74.600381974739,419.71663664096616,-345.1162546662272,936.2420230686886,256.42817946457825,952.991201409946,254.0937739416657,939.5610390422714,252.3372626535165,770.5236524096774,705.2569586687803,636.4026894010832,798.3416292617237,694.1866014793994,779.3214529862219
71,0,968.4246333098821,327.22089790145037,False,74.56727381132532,427.3144923533131,-352.74721854198776,942.8115299602596,257.19056689798646,956.6791247556328,254.95345058878863,941.4243696736266,251.3381767196015,776.6072977113226,709.0635161868368,630.6401352594604,792.185769809859,694.9200901098853,783.118136648688
72,0,982.5,328.5,False,77.78924414988356,431.7355583585959,-353.94631420871235,949.5469460290574,258.03537951994394,961.9292920183829,256.2236878299754,943.7616793761518,250.5067771539316,781.5388475141422,710.6128204375827,631.1294451766826,782.308415872256,698.380252948886,783.5316280632704
73,0,994.5,328.5,False,78.9482912550245,436.76891786839036,-357.82062661336585,957.468611854607,258.7754778853707,968.6355425475276,257.0308437174267,947.2786821819948,250.15995490219237,784.7233226739693,711.5937656318295,635.051674800855,773.5635392861041,705.0978198585722,781.493954983979
74,0,1006.5,331.5,False,83.41185571644709,441.3263732074068,-357.9145174909597,966.2177399310488,258.45975631339417,975.1954839184102,256.4073010302328,951.7468838081822,250.9187156292379,786.0182319715749,713.8045352274323,640.0865247727653,768.3542740184448,713.5998371761608,779.0727183089457
75,0,1015.5,334.5,False,88.09411796550225,446.7326799616634,-358.6385619961611,973.942409625054,256.82413307630213,981.2025249503348,254.6660672102649,956.8404251991471,251.9636542679133,786.1347704476127,717.8558122920672,646.3447684861053,766.3603558739877,721.0797632172051,778.1802371014636
76,0,1027.5,340.5,False,97.46770356720617,452.98443574496054,-355.51673217775436,980.674929024918,255.01686735476227,987.5083399758532,252.8370706005921,962.6385094015396,252.12571742541448,786.0494165879736,723.7708113034078,654.1145272648434,767.2423192230567,726.3015500757767,779.5811107565131
77,0,1033.5,346.5,False,103.25366911755972,457.7226404326646,-354.4689713151049,987.8762664405144,253.87281650437828,993.9045246794908,251.2337229782017,968.7291996297358,251.7305897486397,786.224239325077,731.6814036882993,662.6517517506456,770.7803525393376,730.9714961397459,783.154883800253
78,1,1042.5,355.5,False,112.8189183344507,462.4511648080025,-349.6322464735518,995.5108744135898,252.93231302803,999.2326584440286,249.87584549767,973.9974321545544,251.5743299956604,786.7467065311407,740.7938264650886,672.0589435239324,775.5160642561905,737.2688221597689,788.1177725399974
79,0,1051.5,340.5,False,101.43370247907023,486.5236580765497,-385.08995559747945,1002.9108297312488,251.46130879664256,1003.7572408407426,248.59424827828545,978.068462450682,251.55966222541025,787.9718980438995,749.4721376177141,683.8892136635786,780.1420369272458,745.3341333512163,793.3024586995175
80,0,1054.5,322.5,False,85.6895266544551,508.8204400904888,-423.13091343603367,1010.8232375489724,248.77730742803084,1008.3376937340496,246.0702946815715,981.8059715513608,251.3306009317816,790.1641190732952,757.2698038141352,698.881453032519,784.9036918277916,754.376322845214,797.7813907109287
81,0,1060.5,301.5,False,71.03469720606768,534.634321064442,-463.59962385837434,1019.8716479890328,243.23109559953392,1011.8690354310704,240.78646883770068,986.2560354236268,251.1303022320242,792.8198325741004,764.297131826548,716.0056265746421,789.3708615638329,764.6307713013886,800.962050742814
82,0,1066.5,289.5,False,66.93786355562,551.2388961050989,-484.3010325494789,1027.5828636405067,235.03777387062289,1013.7046568788404,233.8707140085046,991.8225844566888,251.29231748228491,795.4298172785326,769.4846628992622,733.5757216772595,791.2809879914707,776.769901215866,802.978086799393
83,0,1072.5,271.5,False,59.32553686283043,570.7318609669319,-511.4063241041015,1029.8004608434694,230.31421750308775,1016.0287608889251,229.5618339144326,998.3661696160224,251.58313772354532,799.3706158931545,772.6339109062492,749.9141474533394,788.7445166459436,789.6695082497594,805.0033915706879
84,0,1078.5,262.5,False,58.425503304286195,580.3478112452026,-521.9223079409164,1027.2508127413023,234.445406050308,1020.4326982830556,230.573718082689,1005.3719340632276,251.5239553526211,806.319813116581,775.0636817852046,763.4661673755813,782.7453421685083,800.2245954258394,807.4912364912465
85,0,1078.5,253.5,False,52.45147575128751,586.1442340842023,-533.6927583329148,1027.3760159103715,241.77414995442487,1026.7322750089888,234.32024931328044,1011.8652911376458,250.7241271584998,813.9881015789989,776.5664572918761,773.1183372016728,776.6696270235027,806.0219307611666,808.8293978375025
86,0,1087.5,238.5,False,52.5873720158929,601.3269395967421,-548.7395675808492,1035.0895629549914,242.81019538873863,1035.8565688530152,236.3126153157326,1017.1253348380706,248.87837229367491,818.8862153763987,776.4969544476711,779.204696158027,771.913426102619,807.1213725012709,807.2655710179673
87,0,1093.5,238.5,False,48.493398057151275,602.9084638160256,-554.4150657588743,1045.0066742952467,238.58376886080003,1048.733343315698,235.716646574904,1021.4007272606912,246.14328691729943,820.9298614880431,776.2770312430353,783.460889410231,767.3706579718068,805.3890436527555,803.4383119078242
88,0,1087.447647787868,240.71003246048633,False,39.63920552199406,598.6908343735508,-559.0516288515568,1048.0493104219763,236.34681951378383,1060.1540116457147,235.374698438743,1025.2430481246815,243.35041481348125,821.5335566560865,777.1057924180545,786.9337023004824,764.3348236471021,803.2484710132239,799.9747695512531
89,0,1071.1947619014957,241.547753794262,True,29.758510476793806,592.0541937466505,-562.2956832698567,1042.42394202099,233.94453939501344,1059.0393741984446,233.3717311747792,1029.014848241647,241.25590741834225,822.3714775836327,778.7768869527946,789.0997516192166,764.7442767057747,802.270464199862,798.9270035182799
90,0,1048.6680521211892,242.78045889779452,False,26.50121285187845,583.9924946858098,-557.4912818339313,1033.8243097143077,220.82647078677667,1044.2663349242,221.247052607053,1033.2055392954594,239.8813410475636,824.5219145796157,782.0445341657004,789.8545238918472,766.7116712630303,802.0595601730645,800.5375909468149
91,0,1023.7942282272553,246.17544266755132,False,44.73545087849169,577.0177719539644,-532.2823210754727,1028.7177463295077,201.71175484480392,1033.3095848047165,202.65962400041863,1038.0207576426658,238.927686720597,826.8381119361845,788.538602742289,790.6562112264211,769.4544831289437,801.3231881317568,804.3463763694147
92,0,1000.5,253.5,False,64.45177926940879,571.2474316363767,-506.79565236696794,1029.617372334366,196.000343658988,1039.1262136691066,194.2395803488535,1042.9139848546104,238.2571762811256,828.4616284772833,798.2260108301866,792.1583767278491,775.9188115556946,800.0581237520976,810.374841570808
93,0,979.5,265.5,False,83.084203088093,564.5863177963348,-481.50211470824183,1033.95030917963,202.7453297911129,1050.2513667261312,197.89967523540136,1047.2443313236208,237.97503250502376,829.7903547691598,809.8755435062085,792.7250815580717,786.0261111965993,799.3720254234593,818.7857499876842
94,0,955.5,277.5,False,110.34582063542526,558.5271604575131,-448.18133982208786,1037.9275645419116,204.138588240176,1052.7121832176665,201.0710864568229,1050.953725766488,238.14355398134205,829.7711768941413,821.6919257110935,790.5702972249042,795.5661784469481,799.2695118858035,828.6417881532285
95,0,937.5,286.5,False,135.74574341001116,554.2107609973833,-418.46501758737213,1041.2194085201077,198.92608179271863,1051.525805010736,199.63592005701565,1054.4708337347658,238.37252629293224,825.9452487782507,829.3674839085063,785.5340765013323,802.0163835299288,798.0911695217717,837.4086437201865
96,0,913.5,307.5,False,171.65809259402207,530.1772873127844,-358.5191947187624,1045.1627404672586,197.35725840678757,1054.6772519936137,198.6725138314069,1058.1824016783971,238.4903846227665,816.624252469282,828.7514225618069,777.4557563938781,804.6245275342487,794.0106729883796,842.5364150797479
97,0,895.5,322.5,False,195.96912365080496,507.8728688516983,-311.90374520089335,1050.0221972713578,201.9728745265362,1059.8451443123656,201.65138059384304,1062.1105469714798,239.10638317053625,802.5895760436083,821.8020168554277,764.817580373018,802.3571564847585,786.1542312936394,843.508779363352
98,0,868.5,340.5,False,228.3922780592906,481.0375865582838,-252.64530849899322,1055.708223428587,209.67143370874783,1063.600686625282,208.0481621040163,1066.2595883885383,240.8101954811599,787.0253235226576,814.5875834429022,747.7058202823721,796.729584176232,774.781249881136,841.6691484961582
99,0,844.5,367.5,False,262.26667808925583,447.8582172968527,-185.59153920759684,1059.7029147766707,217.59497704346808,1066.999036655666,215.97129650141585,1070.743826206577,243.74020262732785,772.151997036939,809.4759600561684,729.0621949927541,791.0304857011982,761.2618577142789,838.5581991547997
