Frame,KP1_X,KP1_Y,KP2_X,KP2_Y,KP3_X,KP3_Y,KP4_X,KP4_Y,KP5_X,KP5_Y,KP6_X,KP6_Y,KP7_X,KP7_Y,KP8_X,KP8_Y,KP9_X,KP9_Y,KP10_X,KP10_Y,KP11_X,KP11_Y,KP12_X,KP12_Y,KP13_X,KP13_Y,KP14_X,KP14_Y
10,403.53045654296875,206.66647338867188,874.4695434570312,206.66647338867188,159.05589294433594,566.9365234375,1118.944091796875,566.9365234375,462.5594177246094,206.66647338867188,279.3712463378906,566.9365234375,815.4405517578125,206.66647338867188,998.6287231445312,566.9365234375,439.0,253.0,839.0,253.0,349.0,430.0,929.0,430.0,638.7557983398438,253.0,638.6459350585938,430.0
11,403.58612060546875,208.66432189941406,876.0191040039062,211.33343505859375,155.74072265625,564.6631469726562,1116.626220703125,567.332275390625,463.0,209.0,277.0,565.0,817.0,211.0,997.0,567.0,439.0648193359375,254.8114471435547,840.2227172851562,256.9294128417969,347.6677551269531,429.743408203125,928.7369995117188,431.9909362792969,639.7234497070312,255.87086486816406,638.528564453125,430.8684387207031
12,403.0,210.0,876.4185791015625,211.14352416992188,153.0,564.0,1118.3248291015625,567.4312744140625,462.260986328125,210.1431427001953,273.6695251464844,564.4288940429688,817.0,211.0,997.0,567.0,438.0028381347656,255.7142333984375,840.1292114257812,256.74444580078125,345.343994140625,429.7820739746094,928.5405883789062,431.6025085449219,638.6908569335938,256.2283630371094,636.3135375976562,430.6903381347656
13,401.0,210.0,876.70703125,211.14352416992188,153.0,564.0,1118.32861328125,567.4312744140625,460.5462646484375,210.1431427001953,273.66668701171875,564.4288940429688,817.0,211.0,997.0,567.0,436.4070739746094,255.90614318847656,840.2265014648438,256.9368591308594,344.4782409667969,430.1845397949219,928.744873046875,432.0064697265625,637.9381713867188,256.4205322265625,635.9783325195312,431.0935363769531
14,401.0,210.0,878.9954223632812,211.14352416992188,153.0,564.0,1118.3323974609375,567.4312744140625,460.8315124511719,210.1431427001953,273.6638488769531,564.4288940429688,819.0,211.0,997.0,567.0,436.5539855957031,256.0975341796875,842.0643920898438,257.1287536621094,344.3735046386719,430.58404541015625,929.7037353515625,432.4075012207031,638.9271240234375,256.6121826171875,636.4010009765625,431.4937744140625
15,398.6214294433594,206.32537841796875,876.396484375,211.6636505126953,156.90118408203125,563.4898681640625,1115.1483154296875,567.49365234375,459.0,207.0,279.0,564.0,817.0,211.0,997.0,567.0,435.59521484375,253.4194793701172,840.5490112304688,257.5746765136719,346.8833312988281,429.36474609375,929.4151000976562,433.3320617675781,638.6292724609375,255.50279235839844,639.4581298828125,431.3573303222656
16,401.0,210.0,876.70703125,211.14352416992188,153.0,564.0,1118.32861328125,567.4312744140625,460.5462646484375,210.1431427001953,273.66668701171875,564.4288940429688,817.0,211.0,997.0,567.0,436.4070739746094,255.90614318847656,840.2265014648438,256.9368591308594,344.4782409667969,430.1845397949219,928.744873046875,432.0064697265625,637.9381713867188,256.4205322265625,635.9783325195312,431.0935363769531
17,402.9023742675781,203.9813995361328,875.349365234375,211.9889678955078,155.2368621826172,563.48291015625,1113.5699462890625,567.487060546875,463.0,205.0,279.0,564.0,817.0,211.0,997.0,567.0,439.36865234375,251.1068115234375,840.380859375,257.2421569824219,349.00567626953125,427.412841796875,929.0669555664062,432.6435852050781,641.0660400390625,254.1927032470703,641.6869506835938,430.0521240234375
18,403.9989013671875,206.93260192871094,875.0621337890625,206.6415557861328,160.2322998046875,563.5037841796875,1118.4595947265625,567.5075073242188,462.71893310546875,206.89633178710938,279.0,564.0,815.6915893554688,206.67823791503906,997.0,567.0,439.0,253.0,839.0,253.0,348.6390380859375,428.63909912109375,928.0662841796875,430.0050964355469,638.2210083007812,253.0,636.876708984375,429.318603515625
19,401.0,210.0,876.70703125,211.14352416992188,153.0,564.0,1118.32861328125,567.4312744140625,460.5462646484375,210.1431427001953,273.66668701171875,564.4288940429688,817.0,211.0,997.0,567.0,436.4070739746094,255.90614318847656,840.2265014648438,256.9368591308594,344.4782409667969,430.1845397949219,928.744873046875,432.0064697265625,637.9381713867188,256.4205322265625,635.9783325195312,431.0935363769531
20,402.0,210.0,876.5628051757812,211.14352416992188,153.0,564.0,1118.3267822265625,567.4312744140625,461.40362548828125,210.1431427001953,273.6680908203125,564.4288940429688,817.0,211.0,997.0,567.0,437.2047119140625,255.81021118164062,840.1778564453125,256.8406677246094,344.91046142578125,429.9836120605469,928.6428833007812,431.8047790527344,638.3143920898438,256.3244934082031,636.1456909179688,430.8922424316406
21,402.0,210.0,876.5628051757812,211.14352416992188,153.0,564.0,1118.3267822265625,567.4312744140625,461.40362548828125,210.1431427001953,273.6680908203125,564.4288940429688,817.0,211.0,997.0,567.0,437.2047119140625,255.81021118164062,840.1778564453125,256.8406677246094,344.91046142578125,429.9836120605469,928.6428833007812,431.8047790527344,638.3143920898438,256.3244934082031,636.1456909179688,430.8922424316406
22,402.0,210.0,876.3742065429688,211.14306640625,153.0,564.0,1117.546875,565.142822265625,461.5449523925781,210.1434783935547,274.25262451171875,564.1436767578125,817.0,211.0,997.0,565.0,437.4197998046875,255.7422637939453,840.2114868164062,256.6492614746094,345.36175537109375,429.7406921386719,928.71337890625,430.7030334472656,638.7100830078125,256.1955261230469,636.9757690429688,430.2217712402344
23,401.0,210.0,876.2333984375,211.14239501953125,163.0,567.0,1114.98876953125,564.717041015625,460.9026794433594,210.1439971923828,283.67462158203125,566.7106323242188,817.0,211.0,997.0,565.0,437.8119201660156,256.6004638671875,840.550537109375,257.3160705566406,350.41632080078125,432.432373046875,929.4183349609375,432.08935546875,639.4833984375,256.95880126953125,640.6965942382812,432.2604064941406
24,400.8597106933594,206.3242645263672,875.9676513671875,211.6625518798828,154.13478088378906,564.65869140625,1115.0684814453125,567.3279418945312,461.0,207.0,277.0,565.0,817.0,211.0,997.0,567.0,437.264404296875,253.18121337890625,840.3945922851562,257.2692565917969,346.78668212890625,429.2193603515625,929.095458984375,432.6999206542969,639.5459594726562,255.2324981689453,639.5939331054688,430.9695129394531
25,403.0,208.0,875.7623291015625,211.42581176757812,163.0,567.0,1114.2330322265625,567.0,462.7562561035156,208.43301391601562,284.2570495605469,567.0,817.0,211.0,997.0,567.0,439.6135559082031,254.92178344726562,840.4853515625,257.4488525390625,351.7135925292969,431.4941101074219,929.28369140625,433.0722351074219,640.6195678710938,256.18890380859375,641.8375244140625,432.2868347167969
26,407.0614013671875,209.7169189453125,875.2377319335938,206.82896423339844,159.06199645996094,564.6724243164062,1120.001953125,567.3416748046875,465.145751953125,209.35862731933594,277.0,565.0,815.9514770507812,207.19467163085938,997.0,567.0,441.0,255.0,839.0,253.0,348.6209716796875,429.618896484375,927.6860961914062,429.24957275390625,638.7666625976562,254.00619506835938,635.7034912109375,429.435791015625
27,403.0,210.0,878.8060302734375,208.85623168945312,163.0,567.0,1117.2860107421875,567.0,462.47235107421875,209.85704040527344,281.9435729980469,567.0,819.0,209.0,997.0,567.0,438.9020080566406,256.4866027832031,842.1915283203125,255.64361572265625,349.8257751464844,432.70758056640625,929.9679565429688,432.18280029296875,640.0272216796875,256.0661926269531,638.97705078125,432.4460144042969
28,404.11474609375,206.95697021484375,874.9832153320312,206.76416015625,157.45494079589844,564.6679077148438,1118.3416748046875,567.3370361328125,462.9194641113281,206.93289184570312,277.0,565.0,815.7470092773438,206.78842163085938,997.0,567.0,439.0,253.0,839.0,253.0,347.6484375,428.9363098144531,927.985595703125,429.84478759765625,638.4008178710938,253.0,636.7155151367188,429.3888244628906
29,404.11474609375,206.95697021484375,874.9832153320312,206.76416015625,157.45494079589844,564.6679077148438,1118.3416748046875,567.3370361328125,462.9194641113281,206.93289184570312,277.0,565.0,815.7470092773438,206.78842163085938,997.0,567.0,439.0,253.0,839.0,253.0,347.6484375,428.9363098144531,927.985595703125,429.84478759765625,638.4008178710938,253.0,636.7155151367188,429.3888244628906
30,402.6700439453125,210.1661834716797,879.1088256835938,208.83163452148438,158.1326904296875,564.6697998046875,1119.03564453125,567.3389892578125,462.0,210.0,277.0,565.0,819.0,209.0,997.0,567.0,437.9294738769531,256.1893615722656,842.0455322265625,255.34999084472656,346.736572265625,431.1811828613281,929.6644287109375,431.5722961425781,639.1018676757812,255.7715301513672,636.5151977539062,431.3756103515625
31,404.11474609375,206.95697021484375,874.9832153320312,206.76416015625,157.45494079589844,564.6679077148438,1118.3416748046875,567.3370361328125,462.9194641113281,206.93289184570312,277.0,565.0,815.7470092773438,206.78842163085938,997.0,567.0,439.0,253.0,839.0,253.0,347.6484375,428.9363098144531,927.985595703125,429.84478759765625,638.4008178710938,253.0,636.7155151367188,429.3888244628906
32,404.03448486328125,206.4355926513672,877.7437133789062,203.4593963623047,162.61843872070312,566.8732299804688,1121.8258056640625,570.5443725585938,462.7302551269531,206.0668182373047,280.07275390625,567.32275390625,817.680419921875,203.83676147460938,998.7640380859375,570.0733642578125,439.0,253.0,841.0,251.0,349.0,431.0,930.0,431.0,638.6316528320312,252.00680541992188,636.7997436523438,431.0
33,404.03448486328125,206.4355926513672,877.7437133789062,203.4593963623047,162.61843872070312,566.8732299804688,1121.8258056640625,570.5443725585938,462.7302551269531,206.0668182373047,280.07275390625,567.32275390625,817.680419921875,203.83676147460938,998.7640380859375,570.0733642578125,439.0,253.0,841.0,251.0,349.0,431.0,930.0,431.0,638.6316528320312,252.00680541992188,636.7997436523438,431.0
34,404.0,208.0,878.2824096679688,209.14285278320312,163.0,567.0,1115.753662109375,567.0,463.614013671875,208.14364624023438,283.09173583984375,567.0,819.0,209.0,997.0,567.0,440.1262512207031,254.83448791503906,842.2081909179688,255.6771697998047,351.1407165527344,431.7268981933594,930.0025634765625,432.2522888183594,641.1934814453125,255.25587463378906,640.7813720703125,431.9897766113281
35,407.313720703125,209.6597137451172,878.20361328125,204.06431579589844,160.61370849609375,564.6766967773438,1121.655029296875,567.3462524414062,465.351318359375,208.97007751464844,277.0,565.0,818.1813354492188,204.77752685546875,997.0,567.0,441.0,255.0,841.0,251.0,348.32318115234375,430.1817932128906,928.654541015625,428.55657958984375,639.1229248046875,253.01876831054688,634.6972045898438,429.37982177734375
36,403.91162109375,204.40708923339844,874.779052734375,206.72286987304688,156.73880004882812,564.3319091796875,1117.6182861328125,569.6701049804688,462.88873291015625,204.6971435546875,277.0,565.0,815.7161865234375,206.43238830566406,997.0,569.0,439.0,251.0,839.0,253.0,347.6930847167969,427.97760009765625,928.030517578125,431.0610046386719,638.6852416992188,251.99842834472656,637.3590087890625,429.5166320800781
37,407.7297668457031,208.66323852539062,877.4957885742188,211.33236694335938,154.5842742919922,565.0,1118.1575927734375,565.0,467.0,209.0,277.0,565.0,819.0,211.0,999.0,565.0,442.7597351074219,254.41860961914062,842.0833740234375,256.39727783203125,349.6301574707031,428.91400146484375,930.4439697265625,430.17315673828125,642.8157958984375,255.40989685058594,641.0322265625,429.5457458496094
38,400.85333251953125,209.15524291992188,875.96142578125,215.82810974121094,154.1083984375,564.3172607421875,1115.0433349609375,569.6558227539062,461.0,210.0,277.0,565.0,817.0,215.0,997.0,569.0,437.2653503417969,255.79237365722656,840.3955078125,261.01116943359375,346.7886962890625,430.35333251953125,929.097412109375,435.458251953125,639.5572509765625,258.4111633300781,639.6174926757812,432.92047119140625
39,402.0212097167969,209.1552276611328,875.7947387695312,215.82809448242188,154.09689331054688,564.3171997070312,1115.0323486328125,569.65576171875,462.0,210.0,277.0,565.0,817.0,215.0,997.0,569.0,438.1951904296875,255.6794891357422,840.3392333984375,260.90045166015625,347.29144287109375,430.116455078125,928.9802856445312,435.2279052734375,639.994384765625,258.2994079589844,639.8157958984375,432.68695068359375
40,400.85333251953125,209.15524291992188,875.96142578125,215.82810974121094,154.1083984375,564.3172607421875,1115.0433349609375,569.6558227539062,461.0,210.0,277.0,565.0,817.0,215.0,997.0,569.0,437.2653503417969,255.79237365722656,840.3955078125,261.01116943359375,346.7886962890625,430.35333251953125,929.097412109375,435.458251953125,639.5572509765625,258.4111633300781,639.6174926757812,432.92047119140625
41,404.0,209.0,874.7031860351562,215.8383026123047,159.0,573.0,1111.0859375,568.4554443359375,464.3204650878906,209.87632751464844,283.7945251464844,572.404296875,817.0,215.0,997.0,569.0,441.14306640625,256.420654296875,840.5040283203125,261.2245788574219,352.4947814941406,434.44207763671875,929.322265625,435.9004821777344,642.7278442382812,258.84552001953125,645.0379028320312,435.18170166015625
42,404.368896484375,209.2025146484375,875.2405395507812,208.8169403076172,158.3475341796875,564.3408203125,1119.2574462890625,569.67919921875,462.95794677734375,209.154541015625,277.0,565.0,815.785888671875,208.86561584472656,997.0,569.0,439.0,255.0,839.0,255.0,347.5926513671875,429.915283203125,927.9288940429688,431.7321472167969,638.0435791015625,255.0,635.9072875976562,430.81793212890625
43,406.3322448730469,207.59364318847656,880.7796630859375,205.42178344726562,159.3680419921875,564.3464965820312,1120.3240966796875,569.6851196289062,465.11077880859375,207.32456970214844,277.0,565.0,820.6138305664062,205.69720458984375,997.0,569.0,440.6792297363281,253.7789306640625,843.319091796875,252.46324157714844,348.0,430.0,930.0,431.0,640.6141967773438,253.1256103515625,636.2643432617188,430.49530029296875
44,403.8298034667969,207.0,878.9339599609375,207.0,158.1110076904297,564.3394775390625,1119.0133056640625,569.6778564453125,463.0,207.0,277.0,565.0,819.0,207.0,997.0,569.0,438.8591613769531,253.46461486816406,841.9898071289062,253.7545623779297,347.23779296875,429.8111572265625,929.5480346679688,431.8223876953125,639.5514526367188,253.6089630126953,636.729248046875,430.8110046386719
45,403.8298034667969,207.0,878.9339599609375,207.0,158.1110076904297,564.3394775390625,1119.0133056640625,569.6778564453125,463.0,207.0,277.0,565.0,819.0,207.0,997.0,569.0,438.8591613769531,253.46461486816406,841.9898071289062,253.7545623779297,347.23779296875,429.8111572265625,929.5480346679688,431.8223876953125,639.5514526367188,253.6089630126953,636.729248046875,430.8110046386719
46,403.6395568847656,207.0,878.7415771484375,207.0,160.75448608398438,564.6685791015625,1118.1644287109375,567.3154296875,463.0,207.0,279.9874572753906,564.9982299804688,819.0,207.0,997.3837280273438,566.9815673828125,439.2001953125,253.55577087402344,842.1417236328125,253.70045471191406,349.0,430.0,930.0,431.0,640.1123657226562,253.62791442871094,638.4954223632812,430.4982604980469
47,402.861328125,209.33131408691406,879.3037109375,206.66217041015625,158.9036102294922,564.6719360351562,1119.8360595703125,567.3411865234375,462.0,209.0,277.0,565.0,819.0,207.0,997.0,567.0,437.9008483886719,255.3745880126953,842.0164184570312,253.55010986328125,346.6772155761719,430.91845703125,929.6036987304688,430.69287109375,638.7562866210938,254.4677734375,635.7960205078125,430.80657958984375
48,402.6111755371094,208.66542053222656,876.3779907226562,211.3345184326172,156.5381317138672,562.3307495117188,1117.417236328125,567.6690063476562,462.0,209.0,277.0,563.0,817.0,211.0,997.0,567.0,438.10546875,254.72250366210938,840.2503662109375,256.9840393066406,347.1033020019531,428.85638427734375,928.7947998046875,432.1052551269531,638.9413452148438,255.8519287109375,637.612548828125,430.47894287109375
49,403.0,208.0,875.5786743164062,211.4244842529297,161.0,569.0,1113.7703857421875,566.7206420898438,462.8965759277344,208.4340362548828,283.12744140625,568.7078247070312,817.0,211.0,997.0,567.0,439.6538391113281,255.01461791992188,840.4695434570312,257.41748046875,351.19873046875,432.2867431640625,929.2509155273438,433.00732421875,640.8978881835938,256.2210693359375,642.1201782226562,432.6493835449219
50,403.3876037597656,206.326416015625,875.8228149414062,211.66465759277344,154.9146728515625,562.32177734375,1115.819091796875,567.6600952148438,463.0,207.0,277.0,563.0,817.0,211.0,997.0,567.0,439.09527587890625,252.75314331054688,840.2529296875,256.9891052246094,347.7318115234375,427.6208190917969,928.8001708984375,432.1158447265625,640.0782470703125,254.87538146972656,639.2730712890625,429.8761291503906
51,404.368896484375,207.2025146484375,875.2405395507812,206.8169403076172,158.3475341796875,562.3408203125,1119.2574462890625,567.67919921875,462.95794677734375,207.154541015625,277.0,563.0,815.785888671875,206.86561584472656,997.0,567.0,439.0,253.0,839.0,253.0,347.5926513671875,427.915283203125,927.9288940429688,429.7321472167969,638.0435791015625,253.0,635.9072875976562,428.81793212890625
52,403.0,208.0,875.5786743164062,211.4244842529297,161.0,569.0,1113.7703857421875,566.7206420898438,462.8965759277344,208.4340362548828,283.12744140625,568.7078247070312,817.0,211.0,997.0,567.0,439.6538391113281,255.01461791992188,840.4695434570312,257.41748046875,351.19873046875,432.2867431640625,929.2509155273438,433.00732421875,640.8978881835938,256.2210693359375,642.1201782226562,432.6493835449219
53,403.0,208.0,877.8607177734375,211.42446899414062,161.0,569.0,1113.78125,566.7206420898438,463.1866149902344,208.4340362548828,283.1189270019531,568.7078247070312,819.0,211.0,997.0,567.0,439.80621337890625,255.21278381347656,842.3057250976562,257.6114196777344,351.0967712402344,432.6999206542969,930.2039184570312,433.4078369140625,641.8963623046875,256.4171142578125,642.5451049804688,433.0561828613281
54,403.0,208.0,877.8607177734375,211.42446899414062,161.0,569.0,1113.78125,566.7206420898438,463.1866149902344,208.4340362548828,283.1189270019531,568.7078247070312,819.0,211.0,997.0,567.0,439.80621337890625,255.21278381347656,842.3057250976562,257.6114196777344,351.0967712402344,432.6999206542969,930.2039184570312,433.4078369140625,641.8963623046875,256.4171142578125,642.5451049804688,433.0561828613281
55,403.0,208.0,877.8607177734375,211.42446899414062,161.0,569.0,1113.78125,566.7206420898438,463.1866149902344,208.4340362548828,283.1189270019531,568.7078247070312,819.0,211.0,997.0,567.0,439.80621337890625,255.21278381347656,842.3057250976562,257.6114196777344,351.0967712402344,432.6999206542969,930.2039184570312,433.4078369140625,641.8963623046875,256.4171142578125,642.5451049804688,433.0561828613281
56,402.2787780761719,208.66542053222656,878.7146606445312,211.33453369140625,156.54713439941406,562.330810546875,1117.42626953125,567.6690063476562,462.0,209.0,277.0,563.0,819.0,211.0,997.0,567.0,437.98797607421875,254.9473114013672,842.1044311523438,257.20880126953125,346.858154296875,429.3254699707031,929.787109375,432.5742492675781,639.8048706054688,256.07672119140625,637.9779052734375,430.94793701171875
57,402.0842590332031,208.66433715820312,878.5208740234375,211.3334503173828,155.75433349609375,564.6632080078125,1116.6395263671875,567.3323364257812,462.0,209.0,277.0,565.0,819.0,211.0,997.0,567.0,438.0170593261719,255.1509552001953,842.1333618164062,257.2667541503906,346.9186706542969,430.45379638671875,929.8473510742188,432.6947326660156,640.1524047851562,256.2092590332031,638.7011108398438,431.5754699707031
58,402.0842590332031,208.66433715820312,878.5208740234375,211.3334503173828,155.75433349609375,564.6632080078125,1116.6395263671875,567.3323364257812,462.0,209.0,277.0,565.0,819.0,211.0,997.0,567.0,438.0170593261719,255.1509552001953,842.1333618164062,257.2667541503906,346.9186706542969,430.45379638671875,929.8473510742188,432.6947326660156,640.1524047851562,256.2092590332031,638.7011108398438,431.5754699707031
59,402.4753112792969,209.0,878.9119262695312,209.0,157.34510803222656,564.6676025390625,1118.2301025390625,567.3367309570312,462.0,209.0,277.0,565.0,819.0,209.0,997.0,567.0,437.9586181640625,255.26344299316406,842.074951171875,255.4091339111328,346.79705810546875,430.6878356933594,929.7257690429688,431.69561767578125,639.452392578125,255.33607482910156,637.2445068359375,431.1899719238281
60,405.06939697265625,207.3485565185547,878.673583984375,201.54795837402344,161.4435577392578,562.3580322265625,1122.56005859375,567.6975708007812,463.22882080078125,206.63623046875,277.0,563.0,818.085693359375,202.29002380371094,997.0,567.0,439.0,253.0,841.0,249.0,347.2030944824219,428.6607666015625,928.7945556640625,427.9658508300781,637.7596435546875,251.0222930908203,633.4678344726562,428.3187255859375
61,403.7132873535156,206.73388671875,877.2841186523438,209.04920959472656,156.74917602539062,562.3319702148438,1117.628662109375,567.670166015625,463.0262451171875,207.02386474609375,277.0,563.0,817.87939453125,208.75877380371094,997.0,567.0,439.0,253.0,841.0,255.0,347.4939270019531,428.1042175292969,929.0941772460938,431.18841552734375,639.67919921875,253.99839782714844,637.7811889648438,429.6435852050781
62,406.66693115234375,209.4992218017578,877.5386352539062,209.11366271972656,158.35897827148438,562.3408813476562,1119.269287109375,567.6792602539062,465.25323486328125,209.4512481689453,277.0,563.0,818.0811767578125,209.162353515625,997.0,567.0,441.0,255.0,841.0,255.0,348.4648742675781,428.78546142578125,928.8011474609375,430.6022644042969,640.0390014648438,255.0,636.7698364257812,429.68804931640625
63,403.7132873535156,206.73388671875,877.2841186523438,209.04920959472656,156.74917602539062,562.3319702148438,1117.628662109375,567.670166015625,463.0262451171875,207.02386474609375,277.0,563.0,817.87939453125,208.75877380371094,997.0,567.0,439.0,253.0,841.0,255.0,347.4939270019531,428.1042175292969,929.0941772460938,431.18841552734375,639.67919921875,253.99839782714844,637.7811889648438,429.6435852050781
64,402.0,210.0,876.8535766601562,208.85577392578125,163.0,565.0,1118.0650634765625,567.2903442382812,461.1872253417969,209.8573760986328,281.3695068359375,565.2838745117188,817.0,209.0,997.0,567.0,437.7420959472656,256.1988525390625,840.3701171875,255.48052978515625,349.0513000488281,431.5045166015625,929.0446166992188,431.84423828125,638.2640991210938,255.8411102294922,637.5604248046875,431.6734924316406
65,403.7132873535156,206.73388671875,877.2841186523438,209.04920959472656,156.74917602539062,562.3319702148438,1117.628662109375,567.670166015625,463.0262451171875,207.02386474609375,277.0,563.0,817.87939453125,208.75877380371094,997.0,567.0,439.0,253.0,841.0,255.0,347.4939270019531,428.1042175292969,929.0941772460938,431.18841552734375,639.67919921875,253.99839782714844,637.7811889648438,429.6435852050781
66,403.7132873535156,206.73388671875,877.2841186523438,209.04920959472656,156.74917602539062,562.3319702148438,1117.628662109375,567.670166015625,463.0262451171875,207.02386474609375,277.0,563.0,817.87939453125,208.75877380371094,997.0,567.0,439.0,253.0,841.0,255.0,347.4939270019531,428.1042175292969,929.0941772460938,431.18841552734375,639.67919921875,253.99839782714844,637.7811889648438,429.6435852050781
67,404.368896484375,207.2025146484375,875.2405395507812,206.8169403076172,158.3475341796875,562.3408203125,1119.2574462890625,567.67919921875,462.95794677734375,207.154541015625,277.0,563.0,815.785888671875,206.86561584472656,997.0,567.0,439.0,253.0,839.0,253.0,347.5926513671875,427.915283203125,927.9288940429688,429.7321472167969,638.0435791015625,253.0,635.9072875976562,428.81793212890625
68,404.368896484375,207.2025146484375,875.2405395507812,206.8169403076172,158.3475341796875,562.3408203125,1119.2574462890625,567.67919921875,462.95794677734375,207.154541015625,277.0,563.0,815.785888671875,206.86561584472656,997.0,567.0,439.0,253.0,839.0,253.0,347.5926513671875,427.915283203125,927.9288940429688,429.7321472167969,638.0435791015625,253.0,635.9072875976562,428.81793212890625
69,404.368896484375,207.2025146484375,875.2405395507812,206.8169403076172,158.3475341796875,562.3408203125,1119.2574462890625,567.67919921875,462.95794677734375,207.154541015625,277.0,563.0,815.785888671875,206.86561584472656,997.0,567.0,439.0,253.0,839.0,253.0,347.5926513671875,427.915283203125,927.9288940429688,429.7321472167969,638.0435791015625,253.0,635.9072875976562,428.81793212890625
70,404.368896484375,207.2025146484375,875.2405395507812,206.8169403076172,158.3475341796875,562.3408203125,1119.2574462890625,567.67919921875,462.95794677734375,207.154541015625,277.0,563.0,815.785888671875,206.86561584472656,997.0,567.0,439.0,253.0,839.0,253.0,347.5926513671875,427.915283203125,927.9288940429688,429.7321472167969,638.0435791015625,253.0,635.9072875976562,428.81793212890625
71,403.97406005859375,206.6803741455078,880.2566528320312,206.28590393066406,158.3475341796875,562.3408203125,1119.2574462890625,567.67919921875,463.23138427734375,206.63128662109375,277.0,563.0,820.1137084960938,206.33570861816406,997.0,567.0,439.0,253.0,843.0,253.0,347.19940185546875,428.6678161621094,930.0543823242188,430.50042724609375,640.02685546875,253.0,636.7587890625,429.5782470703125
