Frame,Bounce,Person1_X,Person1_Y,Person2_X,Person2_Y,Ball_Frame_X,Ball_Frame_Y
488,0,1342.5,313.5,825.0,949.5,1399.5,259.5
489,0,1345.5,313.5,829.5,952.5,1402.5,259.5
490,0,1350.0,312.0,832.5,951.0,1405.5,256.5
491,0,1354.5,310.5,835.5,951.0,1408.5,256.5
492,0,1357.5,309.0,841.5,951.0,1411.5,256.5
493,0,1360.5,310.5,844.5,951.0,1414.5,256.5
494,0,1363.5,310.5,853.5,949.5,1417.5,262.5
495,0,1366.5,310.5,868.5,948.0,1420.5,265.5
496,0,1369.5,309.0,880.5,952.5,1420.5,265.5
497,0,1371.0,309.0,889.5,955.5,1423.5,271.5
498,0,1372.5,309.0,897.0,952.5,1426.5,268.5
