CameraRate,NumMarkers,NumFrames,Time,Frame,CHip_x,RHip_x,RKnee_x,RAnkle_x,RBigToe_x,RSmallToe_x,RHeel_x,LHip_x,LKnee_x,LAnkle_x,LBigToe_x,LSmallToe_x,LHeel_x,Neck_x,X_Head,Nose_x,RShoulder_x,RElbow_x,RWrist_x,LShoulder_x,LElbow_x,LWrist_x,CHip_y,YRHip_y,RKnee_y,RAnkle_y,RBigToe_y,RSmallToe_y,RHeel_y,LHip_y,LKnee_y,LAnkle_y,LBigToe_y,LSmallToe_y,LHeel_y,YNeck_y,Y_Head,Nose_y,YRShoulder_y,RElbow_y,RWrist_y,LShoulder_y,LElbow_y,YLWrist_y,CHip_z,RHip_z,RKnee_z,RAnkle_z,RBigToe_z,RSmallToe_z,RHeel_z,LHip_z,LKnee_z,LAnkle_z,LBigToe_z,LSmallToe_z,LHeel_z,Neck_z,Z_Head,Nose_z,RShoulder_z,RElbow_z,RWrist_z,LShoulder_z,ZLElbow_z,LWrist_z
25.0,22.0,499.0,0.0,1.0,1064.7253098205442,1069.4982220390857,1099.0912376512808,1052.3154596162499,1060.9068046664524,1058.9977225375019,1039.905660200497,1057.0882687142928,1084.7720122057522,1070.4531758813237,1087.6361650604256,1080.9539751591587,1048.4972712255012,1058.997921474905,1044.6785882188979,1059.9526568693063,1059.952114522479,1066.6342027060855,1078.0896394748333,1054.2247178364828,1067.58927004716,1069.499029844,758.7069380462133,759.6613765086287,812.1648721381706,845.5761547863492,870.3958776177552,870.3959180866348,848.4399829456758,758.7068216156385,805.4826221846804,846.5309694147962,852.2586095504173,852.2586503805538,853.213133687423,697.612049448532,660.3818177486232,669.9280774529893,701.4304597596897,748.2059204898151,746.2962778078413,691.8839086776502,651.7896647408542,618.381872545849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.04,2.0,1065.1334289708886,1071.6509406349912,1097.2916000967648,1053.230563318507,1060.6581626779289,1059.133815022367,1041.0565667375013,1057.3097006321416,1080.435608928351,1071.5093762902727,1087.2725356436995,1083.2038068943307,1060.2849885179767,1057.4384959338283,1040.9943260813038,1054.963938852442,1059.7351414349864,1068.5541044562597,1074.35104828119,1053.072400227464,1065.2056544243842,1071.266008364456,755.8681089871774,755.7816004954038,808.9738407116084,844.7780980920373,868.6780788764546,867.763848812526,846.4330980145054,755.8222518531115,800.9792579555943,843.3416728088358,854.5971954010157,851.979127632923,849.1430127432975,695.3074921275957,662.9169286076492,670.9515737963941,695.4020782203671,672.2495846133256,697.2123238846484,695.6998804287475,679.9512802394269,657.2910483799508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.08,3.0,1067.4214815211283,1073.7690881430783,1095.727841711512,1054.856448478543,1060.2352826561464,1058.486489522912,1042.2733805398987,1059.481494465949,1078.136432517299,1072.5196851739895,1087.479112355612,1085.6216062338312,1066.1890880109252,1055.3316489291615,1036.002778339746,1049.4404595167343,1057.8621917530693,1065.3125587417203,1072.6038225229736,1051.005883237443,1062.3384206636483,1071.4887752731102,753.5462333570955,753.0411808276639,805.7399680290058,843.4115663019055,867.3770930094543,865.9389888809803,845.2441353647671,753.7695167388571,798.0464298514144,842.4185195517028,856.3031481643486,852.0817813643162,848.8247579259939,691.1624766559812,660.1487665589467,667.9670886784056,689.8667944698311,659.9534015743618,630.4583458254624,695.5507943657858,686.2527925646839,668.3997823143617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.12,4.0,1070.0052057572816,1075.8232026237051,1094.4052897017707,1057.8695466194413,1061.2102474299163,1059.0079882897317,1045.7553658036895,1061.5456783055445,1077.300978852629,1072.1604129256668,1087.108096902189,1086.1476497046178,1066.1245144111724,1051.8796599138793,1029.306964402736,1044.1847226458874,1054.6211966804876,1058.0215299625293,1068.8488102493498,1046.482703469514,1059.1214087425105,1071.0421640664213,748.1542471672635,748.0454922595806,800.7019392029481,840.3715114612564,865.1742020754178,863.9070495474186,843.7459254762615,748.850614365573,794.0105324142866,841.4010287107711,857.0323952369308,852.3355828654618,849.3493311009453,684.331330244796,652.2081126284304,660.3715280789729,681.8248186630118,677.0943277654598,593.2288470186727,690.1139509533272,660.4472202950319,635.3787037393508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.16,5.0,1071.2745238823493,1078.2104343072415,1092.3178022588904,1062.7298294187506,1065.7409904000983,1064.4513093375754,1053.327098043192,1061.7645822721545,1075.5024793119283,1069.5795918021233,1084.3249171897164,1081.9716500078193,1063.7097342638453,1047.2109277099921,1021.9839067091359,1038.4721250815885,1052.0738967032926,1053.5455655809494,1059.9457821879143,1040.8285416704525,1052.7725169244036,1067.920605742711,736.6440728599189,737.4517889397071,792.5577261693865,836.1582240941852,861.1741463272032,860.4370204095856,841.269540338142,737.9633728228117,786.4779528930903,837.3642426807392,856.6683372195901,852.3843332617487,846.1347807730932,674.6398331966155,643.6043248313663,651.4291036352562,671.8397362191735,674.8724592450127,615.2875382380992,679.9539117231261,632.4662376267828,604.1757040426508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.2,6.0,1072.1853020649503,1081.0735673461602,1088.5832693497337,1069.4379406182036,1074.3343113668848,1075.1032995051678,1063.486356483133,1061.7103407039797,1071.8956889921415,1066.849964100229,1080.8284197689177,1076.0433247300703,1062.5072900531509,1042.889951490053,1015.2885620336531,1030.522029428983,1051.9365256905526,1056.9537754416665,1053.0238791874795,1037.3691318886918,1041.938438935269,1054.7660562530536,721.6284903229102,723.331782753186,782.1393247142106,832.0577132725626,855.0982279632537,854.8592113049938,838.6022902132327,724.4016433509576,776.9963550476847,830.8696358181016,853.2859834571457,850.1899412658424,839.4542598190943,663.3314180815681,637.968699831808,644.7157670326689,662.5905111051377,659.5331732011415,651.443181968932,668.2306717910749,626.5508163421653,611.4804159935562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.24,7.0,1072.6883551357998,1082.6819178068097,1085.25512055341,1077.3316998812415,1087.246657890019,1088.344012165137,1073.0939024902289,1061.651151453053,1068.405157801213,1067.325294470228,1082.4702319333878,1076.673918394045,1064.4149895900673,1039.8894960054533,1009.6094894052678,1022.5246852104824,1052.7213633889623,1063.090086172386,1052.062982419511,1035.7401057264397,1035.3870539063887,1035.5812071845373,708.3693017021008,709.915924615499,770.9019158229514,826.7750865079743,845.7082571920689,846.2305345606843,834.6116991637109,712.857226468161,768.3123009346135,823.9565053210059,843.7784033005429,842.4051815790003,832.5970294026015,652.2553301735129,632.2318319322701,638.3286654587673,651.2825058117742,639.3196095224456,649.1484039329594,658.8279232961722,626.4595664794356,622.3742521984549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.28,8.0,1070.5788225804235,1081.2092315770194,1085.7183032881603,1086.4253216958905,1104.0395853417824,1103.5593307673587,1082.217320644268,1059.7409406435581,1066.688440331226,1071.2703246512133,1089.9502739629845,1084.3112067392035,1069.036646458731,1036.965717857422,1005.8103382189624,1018.9537243382769,1051.7199258728103,1062.8052346897243,1050.8232631903109,1032.708037228267,1039.1697000890863,1030.1754668654478,699.9503469739742,700.1221203805807,760.4963606856287,818.5934364705568,832.1307486506112,834.0807167123457,827.6118557271832,704.5579240166273,761.7521857784291,817.1319306729802,829.4171035823792,829.765543365843,826.7935296943086,641.3379934897148,622.290001031057,627.7624293699332,636.1136260980342,611.7882195107401,609.3665428578138,652.1146778803163,621.437173672738,609.215893993602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.32,9.0,1065.8606274818435,1077.5772229049774,1090.0092782923907,1097.977390955327,1121.092964165849,1120.2823673709916,1094.3384867610873,1056.2565984302232,1065.6942654121644,1075.618034824594,1096.384527278714,1090.4171218546865,1074.5693793703524,1033.166107903605,1005.5296273579395,1020.8232001368664,1049.227620537524,1057.2109542132762,1049.261799899985,1028.0390777419154,1044.7885190181323,1045.502450728437,696.3086853876223,695.5590618216834,752.5732463230261,808.8310319775408,815.6643413888188,819.6336650044097,819.1447597805327,700.1714983629879,757.0002273666025,809.9116099875251,816.4430054420241,818.0640025379031,820.6511350759606,630.8964176913826,611.5469391375822,615.0397100420378,621.8092608761561,587.4418226327492,564.02770704324,647.1320532167781,626.8859649265235,604.5775151111623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.36,10.0,1061.6749200293882,1073.866632748713,1095.3224561696693,1111.7092645939479,1135.5062198052387,1135.9386337056,1110.0168620951004,1053.092031088622,1063.7229154943223,1077.1687745365102,1097.0354238396444,1090.4621450791965,1078.0829602026595,1029.9467964919045,1007.8468264689849,1024.541429838592,1046.6745993603802,1053.6918763606207,1052.1819361589846,1024.2577925758005,1044.7891390317009,1063.2125828536189,694.6445393336292,693.6005213712059,746.5256135234393,799.4524219204652,800.0574464140549,805.8375982955538,810.978036989956,698.4707583066604,752.6462420709107,802.7450215159666,808.5899788045447,810.9413229674689,813.3783922970092,624.2349791270783,603.8437807412387,606.8171291205207,613.5612779320899,576.2095535655106,539.3225847452594,644.0542711007067,644.9101519282126,631.7246411965599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
