CameraRate,NumMarkers,NumFrames,Time,Frame,CHip_x,RHip_x,RKnee_x,RAnkle_x,RBigToe_x,RSmallToe_x,RHeel_x,LHip_x,LKnee_x,LAnkle_x,LBigToe_x,LSmallToe_x,LHeel_x,Neck_x,X_Head,Nose_x,RShoulder_x,RElbow_x,RWrist_x,LShoulder_x,LElbow_x,LWrist_x,CHip_y,YRHip_y,RKnee_y,RAnkle_y,RBigToe_y,RSmallToe_y,RHeel_y,LHip_y,LKnee_y,LAnkle_y,LBigToe_y,LSmallToe_y,LHeel_y,YNeck_y,Y_Head,Nose_y,YRShoulder_y,RElbow_y,RWrist_y,LShoulder_y,LElbow_y,YLWrist_y,CHip_z,RHip_z,RKnee_z,RAnkle_z,RBigToe_z,RSmallToe_z,RHeel_z,LHip_z,LKnee_z,LAnkle_z,LBigToe_z,LSmallToe_z,LHeel_z,Neck_z,Z_Head,Nose_z,RShoulder_z,RElbow_z,RWrist_z,LShoulder_z,ZLElbow_z,LWrist_z
25.0,22.0,499.0,0.0,1.0,9.569095145461507,9.475285664340937,9.450044230707684,9.448288829586842,9.456492032048095,9.37823503000926,9.464200609362015,9.659129047825745,9.708143870099027,9.761114520538674,9.784959619596298,9.820042542023376,9.765249323190634,9.546623728136213,9.533499909180744,9.53821872841229,9.386827793150985,9.376241184984696,9.505538064921838,9.72307229487331,9.771233936417088,9.634700176111686,2.0572063338806927,2.0488460346249324,1.6771887230777778,1.3017550197253487,1.235320544578985,1.24269261041121,1.2549182725546337,2.0420801119472762,1.6786703368115294,1.3074617936886037,1.2411167105369207,1.2608715874480698,1.2683784963555453,2.5654634538986665,2.8078490711066597,2.6670925384177444,2.4706900534864524,2.271185789132757,2.2289107224763725,2.484352766168202,2.2695424359445657,2.2100991414277567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.04,2.0,9.56958304639771,9.471934484191461,9.452927045180427,9.450415777148269,9.424918854007583,9.374676471977569,9.453258019750209,9.664413204871915,9.710466190956437,9.761533619368214,9.79295978388189,9.828710944855409,9.745256775913727,9.551173076529647,9.533486277662723,9.53749164003042,9.384834392413753,9.372433051895218,9.507878986500947,9.733121825602161,9.772102898067416,9.655301629963075,2.055202060463619,2.043923181284846,1.6847274974259556,1.3133865270494292,1.226668115686825,1.2379290161263528,1.258034812039084,2.0434778325684038,1.6878977987207233,1.318066850364096,1.2312847981035928,1.2409694901119241,1.2578924273264405,2.5721570709733563,2.8055107653235845,2.677258695694612,2.477946798467667,2.274229885523385,2.201839951420748,2.491427610676504,2.275515902376197,2.188297008365668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.08,3.0,9.569477582609078,9.470249292029377,9.453451379415773,9.450735911355753,9.413035374953276,9.374018510442243,9.451201505436355,9.666318036385823,9.711154648977026,9.761138932600025,9.795128617196006,9.832120073430278,9.737349138338251,9.552456118329784,9.533483413106266,9.536871245358345,9.382548551560182,9.370429880235665,9.50987624009744,9.736048762456964,9.772423616949334,9.657930351993343,2.053721869887006,2.0410007785505715,1.686138810852086,1.3166631052179663,1.2243835250686557,1.2355493662919566,1.2580717292938064,2.04291996449177,1.6899402475077967,1.3198315656169588,1.2282717720098049,1.2357110492306884,1.2537915505662602,2.572923721126737,2.8040587179888234,2.6789476763189652,2.4785070064931354,2.2730150149123665,2.190531680015787,2.4935801977577587,2.2770904132318175,2.1809619338085215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.12,4.0,9.568717273270506,9.468824464736834,9.451866684314691,9.44936663056121,9.422233236895273,9.376336485410127,9.456848007048015,9.665235016229158,9.71072100925371,9.759601763714578,9.7936988339663,9.830500987478612,9.740701111662842,9.55084576994184,9.533516773498027,9.536248082060093,9.381872771381527,9.370061855932505,9.509534347833426,9.732719677143688,9.7712843041279,9.644053155284988,2.0535488598340486,2.0411953393677145,1.6846811696175907,1.3125379668301118,1.2268859505794847,1.235931737398489,1.2549235848912366,2.041671934712442,1.6872989834793728,1.315434302736103,1.2322411142326002,1.242239464762226,1.2548502017700702,2.5692834780852087,2.8020388659242235,2.6734889516908984,2.474206952206546,2.2692519381867426,2.1903881770658944,2.4911414445879707,2.2751916150373024,2.18333621152353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.16,5.0,9.56772534292043,9.467532435639272,9.451326135653101,9.448836027745598,9.430183183083992,9.377556057394585,9.461585991001494,9.663586164028189,9.710596086648689,9.758807157691425,9.79290642313011,9.82856201047861,9.743273569866544,9.54943206847842,9.533890421226756,9.535889721858636,9.382952350446246,9.370254513968343,9.507096243017674,9.730475748254905,9.770243056693278,9.635708778675639,2.0544078997294273,2.043057695774053,1.6843848074773449,1.3092734865440008,1.2281137569746663,1.2363436972120982,1.2526335621347067,2.0409757907342674,1.685997340088626,1.3126794642019721,1.2343213525152603,1.2455934169055956,1.2554397348046666,2.5674972035290202,2.8012909992773265,2.6704140151498312,2.471702909921959,2.2681947040010018,2.190627752578022,2.489053358504027,2.2735817562013323,2.184679199613901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.2,6.0,9.567280802724103,9.468191889383474,9.452893342648935,9.450501817318626,9.420920193925603,9.37529803465137,9.461319186310565,9.663222430901696,9.710777399474857,9.760004740205067,9.79337805683814,9.82868207119866,9.739084568976473,9.550791695973288,9.534300451204638,9.536535835047616,9.383096084796314,9.371089726046032,9.506220706154428,9.73277263542771,9.77129569282715,9.645468159135667,2.0547806631459133,2.0442278871298547,1.6843866798494636,1.311132682689815,1.2258429964318989,1.2347478964599818,1.2538275313724012,2.04052652116881,1.6870374549363094,1.313906936337302,1.2299923213942274,1.2405303353852257,1.253769359377479,2.569377382850713,2.8040681436208943,2.6734951048310798,2.473896949996282,2.270067365754924,2.189437996560913,2.4907468127812025,2.273619213833107,2.1833861640282692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.24,7.0,9.56729819726548,9.469598872226676,9.453832212332632,9.452575458225436,9.408935726940069,9.37355333663109,9.460416045697183,9.663831355612876,9.710464049198754,9.760669619178998,9.794128323505417,9.828676455385011,9.736126039159226,9.553394734885405,9.534284438432929,9.53716564656102,9.381986560677174,9.372180286225417,9.507367440144495,9.734503576160495,9.773306123658443,9.654981284205313,2.0539618245043614,2.0437561834129387,1.6832491946993084,1.3129399698024031,1.2241631471489716,1.233605766077397,1.255472462834775,2.039636810229226,1.6870281551892576,1.3150864529547683,1.2276899926558815,1.237774896384381,1.2540711536485463,2.570917817855792,2.8054313818584733,2.6752772894849888,2.4768800698310454,2.2709941944922494,2.188355702533965,2.49356077968754,2.2743348082533035,2.181997162293857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.28,8.0,9.566945852967507,9.469085430129557,9.453028554918978,9.452892948633334,9.409670668259675,9.37501465744797,9.461677107556431,9.663667915621424,9.710295209151793,9.75932707350708,9.793869965679267,9.827045674599432,9.740410975513983,9.553916366496145,9.534149169137235,9.536242063283225,9.382011418676315,9.371879443110066,9.506773763048995,9.732251807381616,9.774514329858565,9.647749713425165,2.053189006619869,2.042701978021134,1.681820287170365,1.310782412975668,1.2267406396041012,1.235741253122564,1.2550996030487815,2.039074219841742,1.684812365044629,1.3134217746161274,1.2332120131828843,1.2434794381811396,1.2582613435633323,2.569853024195341,2.8014235728005383,2.671436594898336,2.4766908963637704,2.2711314536003115,2.187140532271629,2.49334236258917,2.2755482949343695,2.180946057022733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.32,9.0,9.566313537734917,9.468116770738854,9.452499906917366,9.45168032795603,9.415013917194388,9.376068987454534,9.461718587759655,9.662864601308815,9.71096370245299,9.758658036275119,9.792179644062488,9.825611958907414,9.744554147104465,9.553037737330525,9.533985638770766,9.53477112884689,9.383078506727518,9.370606016171422,9.504559526903153,9.7307432357416,9.774687294930537,9.639416742567704,2.053796853263161,2.042553197112554,1.6828752940756766,1.3102365688829294,1.2300712719071432,1.2385447309930193,1.2548165536255447,2.0405419893493124,1.6844240866801121,1.3124933274200568,1.2380141811404428,1.2473946073910176,1.2606623627820388,2.568375344891256,2.7975040341761512,2.668510697813907,2.475357830625052,2.2725589075349037,2.186676944083028,2.4911274469916074,2.277447637597515,2.1806550593871736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.0,499.0,0.36,10.0,9.566024492156252,9.469069756859795,9.453041034965995,9.45069012942481,9.414564759322122,9.374217862200862,9.459405800529622,9.663631660642334,9.711750271044817,9.760382799396833,9.790893547283378,9.82605570629149,9.74222143678183,9.553183872180638,9.533434551219932,9.534144398084411,9.382896020953643,9.370716938884815,9.504831666008458,9.733478392647559,9.773724601428777,9.646305556577447,2.0546481335875995,2.042379756355233,1.6866939968774028,1.315097238972037,1.2295740072373647,1.238418786387005,1.2559079472367463,2.042550216458155,1.6875571650286096,1.3157681584611747,1.2344832519912698,1.2424300640486334,1.2582539217149176,2.568258466485535,2.7984286618130745,2.6709009056091806,2.4755748089066425,2.2737750145923066,2.1881553588797167,2.4902548830368736,2.278778263735912,2.181840587632024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
